ASAP_molecule_ID,ASAP_batch_ID,ASAP_VCID,vendor_catalog_ID,vendor_batch_ID,vendor,parent_CXSMILES,salt_name,salt_ratio,MAC1_IC50_GMean_MOD,MAC1_IC50_GMean_NUM (µM),MAC1_IC50_GMean_STDDEV (×/÷),MAC1_IC50_GMean_COUNT
ASAP-0008327,ASAP-0008327-001,ASAP-VC-3629,Z7983219657,H4447074,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,,,=,0.149,,1
ASAP-0008288,ASAP-0008288-001,ASAP-VC-3623,Z7983218190,H4403701,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,,,=,0.372,1.04,2
ASAP-0008275,ASAP-0008275-001,ASAP-VC-3621,Z7983218178,H4399188,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,,,=,0.491,1.11,3
ASAP-0000132,ASAP-0000132-001,ASAP-VC-1310,Z5010894404,H3334190,Enamine,O=C(NC1=CC=CC=C1)NC1=CC=C(C(=O)NC2C3=C(CC2C(=O)O)C(O)=CC=C3)C=C1,,,=,0.622,1.29,14
ASAP-0008302,ASAP-0008302-001,ASAP-VC-3628,Z7983219653,H4423336,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCC(=O)NC2=C1 |&1:3|,,,=,0.711,1.02,2
ASAP-0008279,ASAP-0008279-001,ASAP-VC-3844,Z7934394433,H4334281,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |o1:3|,,,=,0.957,1.09,2
ASAP-0008296,ASAP-0008296-001,ASAP-VC-3785,Z8104079019,H4409204,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C1=CC=C(F)C=C1N2)C1=CC=C(Br)C=C1 |&1:4|,,,=,0.998,1.01,2
ASAP-0008277,ASAP-0008277-001,ASAP-VC-4056,Z7913502333,H4387890,Enamine,CC(C)(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |&1:4|,,,=,1.14,1.11,2
ASAP-0008270,ASAP-0008270-001,ASAP-VC-3634,Z7983219673,H4401642,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=N1 |&1:3|,,,=,1.14,1.14,3
ASAP-0000876,ASAP-0000876-001,ASAP-VC-3624,Z7983218197,H4368800,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=C(C1=NNC=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,,,=,1.85,1.03,2
ASAP-0000751,ASAP-0000751-001,ASAP-VC-3688,Z7691912814,H4336704,Enamine,O=C(N[C@@H](CC1=NNN=N1)C1=CC=C(Br)C=C1)C1=NC=NC2=C1C=CN2 |&1:3|,,,=,2.02,1.07,2
ASAP-0008306,ASAP-0008306-001,ASAP-VC-3850,Z8139175799,H4429317,Enamine,"O=C(NC1=CC=CC2=C1NC=C2C(=O)N[C@@H]1C2=CC=CC=C2C[C@@H]1C(=O)O)NC1CC1 |o1:15,23|",,,=,2.05,1.16,2
ASAP-0000591,ASAP-0000591-001,ASAP-VC-3494,Z7691912474,H4292836,Enamine,COC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:6|,,,=,2.09,1.02,2
ASAP-0008289,ASAP-0008289-001,ASAP-VC-4291,Z7913502347,H4407540,Enamine,C1=NC(N[C@@H](C2=CC=C3OCCOC3=C2)C2CCCC2)=C2C=CNC2=N1 |&1:4|,,,=,2.24,1.01,2
ASAP-0000450,ASAP-0000450-001,ASAP-VC-3278,Z1039063794,H4207102,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,,,=,2.27,,1
ASAP-0008300,ASAP-0008300-001,ASAP-VC-3637,Z7983219677,H4408840,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCNC(=O)C2=C1 |&1:3|,,,=,2.34,1.06,2
ASAP-0000588,ASAP-0000588-001,ASAP-VC-3497,Z7691912478,H4292840,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(F)C=C1 |&1:4|,,,=,2.84,1.06,2
ASAP-0000603,ASAP-0000603-001,ASAP-VC-3488,Z7691912366,H4285366,Enamine,CC1=NC(C(=O)N[C@@H](CC(=O)O)C2=CC=C(Br)C=C2)=C2C=CNC2=N1 |&1:7|,,,=,2.87,1.16,2
ASAP-0000665,ASAP-0000665-001,ASAP-VC-3531,Z7237399929,H4292835,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Cl)C=C1 |&1:4|,,,=,2.91,1.06,2
ASAP-0000136,ASAP-0000136-001,ASAP-VC-1592,Z5398393122,H3619526,Enamine,O=C(O)C[C@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:4|,,,=,3.43,,1
ASAP-0008287,ASAP-0008287-001,ASAP-VC-3783,Z8143633628,H4405549,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CN(C)N=C1 |&1:3|,trifluoroacetic acid,1.0,=,3.53,1.16,2
ASAP-0000627,ASAP-0000627-001,ASAP-VC-2943,Z7726155439,H4293628,Enamine,"O=C(NC1=C2NC=C(C(=O)N[C@@H]3C4=CC=CC=C4C[C@@H]3C(=O)O)C2=CC=C1)NC1CC1 |&1:11,19|",,,=,3.62,1.06,2
ASAP-0000779,ASAP-0000779-001,ASAP-VC-3746,Z7864977011,H4342716,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(NC2=NN=C(C3CC3)O2)C=C1 |&1:4|,,,=,4.14,1.14,2
ASAP-0000669,ASAP-0000669-001,ASAP-VC-3528,Z7534232254,H4297261,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=CC=C1 |&1:4|,,,=,4.2,1.0,2
ASAP-0000866,ASAP-0000866-001,ASAP-VC-3862,Z7773459255,H4352222,Enamine,C1=NC(N[C@@H](C2=CC=C3OCCOC3=C2)C2CCC2)=C2C=CNC2=N1 |&1:4|,,,=,5.82,1.17,2
ASAP-0008298,ASAP-0008298-001,ASAP-VC-3632,Z7983219668,H4408718,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC2=C(C=N1)OCCO2 |&1:3|,,,=,5.87,1.01,2
ASAP-0000784,ASAP-0000784-001,ASAP-VC-3743,Z7864976996,H4347010,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(NC2=NN=CO2)C=C1 |&1:4|,,,=,6.0,1.14,2
ASAP-0000666,ASAP-0000666-001,ASAP-VC-3530,Z7140509078,H4295760,Enamine,CC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:5|,,,=,6.32,1.02,2
ASAP-0000507,ASAP-0000507-001,ASAP-VC-3238,Z7231202404,H4240495,Enamine,"C[C@H]1C[C@H]1C1=NN=C(NC2=CC=C([C@@H](CC(=O)O)NC(=O)C3=NC=NC4=C3C=CN4)C=C2)O1 |&1:1,&2:3,&3:13|",,,=,6.89,1.2,2
ASAP-0000613,ASAP-0000613-001,ASAP-VC-3478,Z7691912377,H4287833,Enamine,O=C(O)C[C@@H](NC(=O)C1=CC2=C(C=CN2)C=N1)C1=CC=C(Br)C=C1 |&1:4|,,,=,7.17,1.07,2
ASAP-0008307,ASAP-0008307-001,ASAP-VC-3849,Z8139175798,H4429318,Enamine,"O=C(NC1=CC=CC2=C1NC=C2C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1C(=O)O)NC1CC1 |o1:15,23|",,,=,7.18,1.13,2
ASAP-0000752,ASAP-0000752-001,ASAP-VC-3687,Z1039064240,H4333457,Enamine,COC1=CC=C([C@@H](NC2=NC=NC3=C2C=CN3)C(C)C)C=C1 |&1:6|,,,=,7.22,1.2,2
ASAP-0000661,ASAP-0000661-001,ASAP-VC-3534,Z7701442607,H4299560,Enamine,COC1=CC(NC2=CC=C([C@@H](CC(=O)O)NC(=O)C3=NC=NC4=C3C=CN4)C=C2)=NN1 |&1:10|,,,=,7.42,1.03,2
ASAP-0000765,ASAP-0000765-001,ASAP-VC-3681,Z7933235554,T8739055,Enamine,"O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(NCC2=NO[C@@H]3COC[C@H]23)C=C1 |&1:4,&2:26,30|",,,=,7.79,1.1,2
ASAP-0000693,ASAP-0000693-001,ASAP-VC-3646,Z4668486107,H4266726,Enamine,CC1=C(C)C2=C(NC(=O)[C@@H](CC(F)F)C3CCC3)N=CN=C2N1 |&1:9|,,,=,8.21,1.0,2
ASAP-0000789,ASAP-0000789-001,ASAP-VC-3740,Z7913502298,H4351857,Enamine,O=C(O)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,,,=,8.65,1.13,2
ASAP-0000758,ASAP-0000758-001,ASAP-VC-3660,Z5010894428,H4335450,Enamine,O=C(O)C[C@@H](NC(=O)C1=CC=C(NC(=O)NC2CC2)C=C1)C1=CC=CC(O)=C1 |&1:4|,,,=,8.9,1.02,2
ASAP-0000787,ASAP-0000787-001,ASAP-VC-3672,Z2742213964,H4340754,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C1=CC=C(F)C=C1N2)C1=CC=C2OCCOC2=C1 |&1:3|,,,=,9.26,1.12,2
ASAP-0000618,ASAP-0000618-001,ASAP-VC-3504,Z7691961467,H4289790,Enamine,O=C(O)C[C@@H](NC(=O)C1=CC=NC2=C1NN=C2)C1=CC=C(Br)C=C1 |&1:4|,,,=,9.91,1.06,2
ASAP-0000780,ASAP-0000780-001,ASAP-VC-3745,Z7864979808,H4342729,Enamine,CS(=O)(=O)NC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:9|,,,=,11.0,1.14,2
ASAP-0000878,ASAP-0000878-001,ASAP-VC-3856,Z7864979811,H4371176,Enamine,CNC(=O)C1=CC=C([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:8|,,,=,11.0,1.32,2
ASAP-0000785,ASAP-0000785-001,ASAP-VC-3742,Z7864977004,H4347011,Enamine,CC1=NN=C(NC2=CC=C([C@@H](CC(=O)O)NC(=O)C3=NC=NC4=C3C=CN4)C=C2)O1 |&1:10|,,,=,11.1,1.14,2
ASAP-0000453,ASAP-0000453-001,ASAP-VC-1994,Z3080312524,H4215897,Enamine,CC(C)[C@H](CO)NC1=NC=NC2=C1C=CN2,,,=,11.2,,1
ASAP-0000630,ASAP-0000630-001,ASAP-VC-3471,Z7701442593,H4295523,Enamine,COCC1=NOC(CNC2=CC=C([C@@H](CC(=O)O)NC(=O)C3=NC=NC4=C3C=CN4)C=C2)=C1 |&1:13|,,,=,11.5,1.11,2
ASAP-0000766,ASAP-0000766-001,ASAP-VC-3680,Z7701442597,1213613135,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(NCC2=CC=NO2)C=C1 |&1:4|,,,=,12.1,1.11,2
ASAP-0000502,ASAP-0000502-001,ASAP-VC-3243,Z7311314261,H4228495,Enamine,COC1=CC=C2C(=C1)CCN(C1=NC=NC3=C1C=CN3)[C@H]2C(C)C |&1:20|,,,=,13.1,1.12,2
ASAP-0000131,ASAP-0000131-001,ASAP-VC-1312,Z5010894406,H3178892,Enamine,O=C(NC1=CC=C(C(=O)NCC2=C(C(=O)O)NC3=CC=CC=C23)C=C1)NC1CC1,,,=,13.6,,1
ASAP-0000778,ASAP-0000778-001,ASAP-VC-3747,Z7864979793,H4342721,Enamine,CC(=O)NC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:8|,,,=,14.5,1.0,2
ASAP-0000687,ASAP-0000687-001,ASAP-VC-3517,Z7231202194,H4281748,Enamine,CCC1=COC(NC2=CC=C([C@@H](CC(=O)O)NC(=O)C3=NC=NC4=C3C=CN4)C=C2)=N1 |&1:11|,,,=,14.7,1.08,2
ASAP-0000455,ASAP-0000455-001,ASAP-VC-3276,Z2689779136,H4215895,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=CS1 |&1:3|,,,=,14.9,,1
ASAP-0000463,ASAP-0000463-001,ASAP-VC-3271,Z3561411378,H4216856,Enamine,CN1C=C([C@@H](NC2=NC=NC3=C2C=CN3)C2CCC2)C=N1 |&1:4|,,,=,15.0,,1
ASAP-0000452,ASAP-0000452-001,ASAP-VC-1997,Z4367909927,H4215888,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C(F)F,,,=,15.2,,1
ASAP-0008324,ASAP-0008324-001,ASAP-VC-4138,Z2358702511,H4439881,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C(=O)O |&1:3|,,,=,15.4,,1
ASAP-0000662,ASAP-0000662-001,ASAP-VC-3533,Z7691912480,H4292843,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=CC=N1 |&1:4|,,,=,16.3,1.17,2
ASAP-0008308,ASAP-0008308-001,ASAP-VC-3618,Z8184989386,H4429359,Enamine,CNC(=O)C1=CC=CC([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)=C1 |&1:9|,trifluoroacetic acid,1.0,=,18.0,1.05,2
ASAP-0000763,ASAP-0000763-001,ASAP-VC-3682,Z751564788,H4336132,Enamine,C1=NC2=C(C=NN2)C(N[C@@H](C2=CC=C3OCCOC3=C2)C2CC2)=N1 |&1:9|,,,=,18.7,1.08,2
ASAP-0000871,ASAP-0000871-001,ASAP-VC-3619,Z7983192605,H4360418,Enamine,COC1=CC=CC([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)=C1 |&1:7|,,,=,18.8,1.23,2
ASAP-0000870,ASAP-0000870-001,ASAP-VC-3859,Z7913502262,H4358935,Enamine,FC(F)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,,,=,19.1,1.29,2
ASAP-0000760,ASAP-0000760-001,ASAP-VC-2944,Z7720157165,H4336214,Enamine,O=C(NC1=C2NC=C(C(=O)NC3=CC=CC=C3C(=O)O)C2=CC=C1)NC1CC1,,,=,19.9,1.01,2
ASAP-0000609,ASAP-0000609-001,ASAP-VC-3482,Z7691912371,H4287827,Enamine,CC1=NC2=C(C(=O)N[C@@H](CC(=O)O)C3=CC=C(Br)C=C3)C=CN=C2N1 |&1:8|,,,=,20.4,1.01,2
ASAP-0000582,ASAP-0000582-001,ASAP-VC-2195,Z1592199349,H4266717,Enamine,CC1=C(C)C2=C(NC(=O)C3(C4=CC=C(F)C=C4)CCC3)N=CN=C2N1,,,=,20.6,1.08,2
ASAP-0000567,ASAP-0000567-001,ASAP-VC-3226,Z7612399896,H4267991,Enamine,"CC1=CC=C(C(=O)N2CCC(C3=CC4=C(C(=O)N[C@@H]5CCC[C@@H]5C(=O)O)C=NN4C=C3)CC2)C=C1 |&1:18,22|",,,=,21.2,1.04,2
ASAP-0000590,ASAP-0000590-001,ASAP-VC-3495,Z7612399950,H4276565,Enamine,"COC1=CC=C(C(=O)N2CCC(C3=CC4=C(C(=O)N[C@@H]5CCC[C@@H]5C(=O)O)C=NN4C=C3)CC2)C=C1 |&1:19,23|",,,=,22.3,1.15,2
ASAP-0000569,ASAP-0000569-001,ASAP-VC-1488,Z6674169758,H4253869,Enamine,O=C(NCC1=NC(C2=CC3=C(N4CCCC5(CC5)C4)N=CN=C3N2)=CN1)C1=CC=C(F)N=C1,,,=,22.7,1.13,2
ASAP-0000110,ASAP-0000110-001,ASAP-VC-1030,Z2735108183,H4051510,Enamine,CC1=CC=CC(Cl)=C1N1SC(=O)N(CC2CC2)C1=O,,,=,23.0,,1
ASAP-0008274,ASAP-0008274-001,ASAP-VC-3615,Z7983192576,H4395657,Enamine,CC(=O)NC1=CC=CC([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)=C1 |&1:9|,,,=,23.1,1.17,2
ASAP-0000602,ASAP-0000602-001,ASAP-VC-3489,Z7691912378,H4284989,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=CC2=C1C=NN2)C1=CC=C(Br)C=C1 |&1:4|,,,=,24.4,1.01,2
ASAP-0000266,ASAP-0000266-001,ASAP-VC-1395,Z1647889272,H4077559,Enamine,CC1=C(C)C2=C(NC(=O)C3=CC=NC=C3Cl)N=CN=C2N1,,,=,25.3,,1
ASAP-0008312,ASAP-0008312-001,ASAP-VC-3627,Z7983219651,H4423331,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2NC(=O)COC2=C1 |&1:3|,,,=,25.6,1.09,2
ASAP-0000685,ASAP-0000685-001,ASAP-VC-3518,Z7231202359,H4248559,Enamine,"O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(NCC2C[C@@H](O)[C@@H](O)C2)C=C1 |&1:4,&2:25,&3:27|",,,=,26.2,1.07,2
ASAP-0000610,ASAP-0000610-001,ASAP-VC-3481,Z7691912368,H4288586,Enamine,O=C(O)C[C@@H](NC(=O)C1=CNC2=NC=CC=C12)C1=CC=C(Br)C=C1 |&1:4|,,,=,28.2,1.04,2
ASAP-0000550,ASAP-0000550-001,ASAP-VC-2763,Z7621786358,H4268030,Enamine,"O=C(N[C@@H]1CCC[C@@H]1C(=O)O)C1=C2C=C(C3CCN(C(=O)C4=CC=C(Cl)C=C4)CC3)C=CN2N=C1 |&1:3,&2:7|",,,=,28.2,1.22,2
ASAP-0000430,ASAP-0000430-001,ASAP-VC-1615,Z6934761652,H4191302,Enamine,O=C(C1=NN=NN1)N1CCC(C2=CC3=C(C(=O)N4CCCCC4)C=NN3C=C2)CC1,,,=,28.3,,1
ASAP-0008311,ASAP-0008311-001,ASAP-VC-3635,Z7983219675,H4432280,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCN(C)C2=C1 |&1:3|,,,=,29.7,1.1,2
ASAP-0000873,ASAP-0000873-001,ASAP-VC-3661,Z5010894412,H4377753,Enamine,O=C(O)C[C@@H](NC(=O)C1=CC=C(NC(=O)NC2CC2)C=C1)C1=CC=CC(F)=C1 |&1:4|,,,=,29.8,1.13,2
ASAP-0000607,ASAP-0000607-001,ASAP-VC-3484,Z7691912361,H4285665,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=CC2=C1NC=C2)C1=CC=C(Br)C=C1 |&1:4|,,,=,30.4,1.04,2
ASAP-0000462,ASAP-0000462-001,ASAP-VC-3272,Z1517664484,H4216854,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C(N)=O |&1:3|,,,=,30.7,,1
ASAP-0000865,ASAP-0000865-001,ASAP-VC-3863,Z7864979804,H4376468,Enamine,CNC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:6|,,,=,31.6,1.14,2
ASAP-0000883,ASAP-0000883-001,ASAP-VC-3852,Z7773459256,H4366672,Enamine,COC1=CC=CC([C@@H](NC2=NC=NC3=C2C=CN3)C(C)C)=C1 |&1:7|,,,=,32.0,1.37,2
ASAP-0000593,ASAP-0000593-001,ASAP-VC-3492,Z7691912473,H4292871,Enamine,O=C(O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=NC=C1 |&1:4|,,,=,33.9,1.03,2
ASAP-0008303,ASAP-0008303-001,ASAP-VC-3781,Z8143538268,H4417145,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=NC=C1 |&1:3|,trifluoroacetic acid,1.0,=,34.0,,1
ASAP-0000604,ASAP-0000604-001,ASAP-VC-3487,Z7691912369,H4284988,Enamine,CN1C=CC2=C(C(=O)N[C@@H](CC(=O)O)C3=CC=C(Br)C=C3)C=CN=C21 |&1:9|,,,=,34.9,1.07,2
ASAP-0000479,ASAP-0000479-001,ASAP-VC-3255,Z1578885863,H4211949,Enamine,CC(C)[C@@H]1C(=O)NCCN1C1=NC=NC2=C1C=CN2 |&1:3|,,,=,35.3,,1
ASAP-0000350,ASAP-0000350-001,ASAP-VC-3297,Z7056091807,H4174270,Enamine,"O=C(N[C@H]1CCC[C@H]1C(=O)O)C1=C2C=C(C3CCN(C(=O)C4=CC=CC=C4)CC3)C=CN2N=C1 |&1:3,&2:7|",,,=,35.8,,1
ASAP-0000310,ASAP-0000310-001,ASAP-VC-1636,Z6934762116,H4150040,Enamine,O=C(O)C1=C(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)C=CS1,,,=,38.0,,1
ASAP-0000677,ASAP-0000677-001,ASAP-VC-3523,Z7691912370,H4304253,Enamine,O=C(O)C[C@@H](NC(=O)C1=CN=CC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:4|,,,=,38.5,1.11,2
ASAP-0000598,ASAP-0000598-001,ASAP-VC-3491,Z7612399925,H4276563,Enamine,"O=C(N[C@@H]1CCC[C@@H]1C(=O)O)C1=C2C=C(C3CCN(C(=O)C4=CC=C(Cl)C(Cl)=C4)CC3)C=CN2N=C1 |&1:3,7|",,,=,39.4,1.05,2
ASAP-0000620,ASAP-0000620-001,ASAP-VC-3476,Z7691912373,H4285456,Enamine,O=C(O)C[C@@H](NC(=O)C1=CC=C2NC=CC2=N1)C1=CC=C(Br)C=C1 |&1:4|,,,=,39.7,1.05,2
ASAP-0000659,ASAP-0000659-001,ASAP-VC-3516,Z7691961424,H4285367,Enamine,O=C(O)C[C@@H](NC(=O)C1=CC=CC2=C1N=CN2)C1=CC=C(Br)C=C1 |&1:4|,,,=,39.8,1.02,2
ASAP-0008276,ASAP-0008276-001,ASAP-VC-3616,Z7983192581,H4395659,Enamine,CNC1=CC=CC([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)=C1 |&1:7|,,,=,41.3,1.96,2
ASAP-0008292,ASAP-0008292-001,ASAP-VC-3784,Z8082645244,H4407301,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CC=C(C(F)(F)F)C=C1 |&1:3|,,,=,41.4,1.17,2
ASAP-0000025,ASAP-0000025-001,ASAP-VC-1398,Z1647885616,T7802382,Enamine,CC1=C(C)C2=C(NC(=O)C3CC=CC3)N=CN=C2N1,,,=,42.0,,1
ASAP-0008273,ASAP-0008273-001,ASAP-VC-3617,Z7983192589,H4395655,Enamine,CS(=O)(=O)NC1=CC=CC([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)=C1 |&1:10|,,,=,42.5,1.16,3
ASAP-0000031,ASAP-0000031-001,ASAP-VC-1433,Z2975910480,H2688652,Enamine,CC(C)[C@@H](NC1=NC=NC2=NNC=C12)C1=CN(C)N=C1 |&1:3|,,,=,43.1,,1
ASAP-0000684,ASAP-0000684-001,ASAP-VC-3519,Z7231202200,H4281098,Enamine,"COC[C@@H]1C[C@@H]1CNC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:3,&2:5,&3:12|",,,=,44.2,1.01,2
ASAP-0000259,ASAP-0000259-001,ASAP-VC-1620,Z6934761774,H4141344,Enamine,O=C(O)C1=CSC=C1C(=O)N1CCC(C2=CC3=C(C(=O)N4CCCCC4)C=NN3C=C2)CC1,,,=,44.3,,1
ASAP-0000506,ASAP-0000506-001,ASAP-VC-3239,Z7231202500,H4240494,Enamine,"C[C@@H](CC1=CC=C(Cl)S1)NC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:1,&2:14|",,,=,46.6,1.0,2
ASAP-0008272,ASAP-0008272-001,ASAP-VC-4057,Z7988270195,H4390370,Enamine,COC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=CC=C(NC(=O)NC3CC3)C=C2)C=C1,,,=,46.6,1.34,2
ASAP-0008271,ASAP-0008271-001,ASAP-VC-4058,Z7983811802,H4390360,Enamine,COC1=CC=C([C@H](CC(=O)O)NC(=O)C2=CC=C(NC(=O)NC3CC3)C=C2)C=C1,,,=,47.3,1.21,3
ASAP-0000872,ASAP-0000872-001,ASAP-VC-3658,Z5010903541,H4377739,Enamine,O=C(O)C[C@H](NC(=O)C1=CC=C(NC(=O)NC2CC2)C=C1)C1=CC=CN=C1,,,=,54.1,1.11,2
ASAP-0008294,ASAP-0008294-001,ASAP-VC-3622,Z7983218186,H4412701,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=C(C1=CON=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,54.5,2.34,2
ASAP-0000625,ASAP-0000625-001,ASAP-VC-2879,Z7691995162,ZB000376,Enamine,CC1=C(C)C2=C(NC(=O)C3=NC=CC=C3Cl)N=CN=C2N1,,,=,54.5,1.15,2
ASAP-0000776,ASAP-0000776-001,ASAP-VC-3748,Z7691942250,H4340751,Enamine,"O=C(NC1=CN2N=CC(C(=O)N[C@@H]3C4=CC=CC=C4C[C@@H]3C(=O)O)=C2C=C1)NC1CC1 |&1:12,&2:20|",,,=,56.1,1.2,2
ASAP-0000622,ASAP-0000622-001,ASAP-VC-3475,Z7691912477,H4292839,Enamine,O=C(N[C@@H](C(=O)O)C1=CC=C(Br)C=C1)C1=NC=NC2=C1C=CN2 |&1:3|,,,=,57.3,1.14,2
ASAP-0000360,ASAP-0000360-001,ASAP-VC-1625,Z6934761870,H4150041,Enamine,O=C(O)C1=C(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)SC=C1,,,=,58.9,,1
ASAP-0000697,ASAP-0000697-001,ASAP-VC-3652,Z239636168,H4313217,Enamine,CC(C)[C@@H](NC1=NC=NC2=CC=CC=C12)C1=CC=C2OCCOC2=C1 |&1:3|,,,=,59.1,1.02,2
ASAP-0008263,ASAP-0008263-001,ASAP-VC-3675,Z1744132334,H4379466,Enamine,O[C@H]1CCCC[C@@H]1NC1=NC=NC2=C1C=CN2,,,=,59.8,1.12,2
ASAP-0000389,ASAP-0000389-001,ASAP-VC-1603,Z6934761419,H4178588,Enamine,O=C(C1=CC=CN=C1S)N1CCC(C2=CC3=C(C(=O)N4CCCCC4)C=NN3C=C2)CC1,,,=,61.6,,1
ASAP-0000449,ASAP-0000449-001,ASAP-VC-1628,Z6934761971,H4211386,Enamine,CN1N=C(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)C=C1C(=O)O,,,=,66.4,,1
ASAP-0000451,ASAP-0000451-001,ASAP-VC-1608,Z6934761560,H4211387,Enamine,O=C(O)C1=CC=C(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)O1,,,=,68.1,,1
ASAP-0000619,ASAP-0000619-001,ASAP-VC-3477,Z7691912479,H4289078,Enamine,O=C(O)C[C@@H](CNC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Cl)C=C1 |&1:4|,,,=,68.2,1.06,2
